@relation dataset

@attribute my_class_label {0,1}
@attribute text string

@data
0,'Positive for hydrolysis of aesculin, gelatin, DNA and tyrosine, but not for hydrolysis of starch, casein or agar.'
0,'Models of microbial syntrophies based on organic acid transfer have not been'
0,'A value of 59 mol\% by Tm for VPI C36-52 (nonmotile strain) was obtained.'
0,'Positive for oxidase, catalase, gelatin liquefaction, casein hydrolysis and DNase.'
0,'Cells are strictly anaerobic, non-spore-forming, gramnegative straight rods with rounded ends that are 0.2 μm wide and 0.8 to 2 μm long, and usually occur singly.'
0,'Growth is heterotrophic and aerobic.'
0,'Magnesium chloride concentrations up to 1 M do not inhibit growth.'
0,'Colonies are smooth, nonpigmented or greyish-white to beige pigmented.'
0,'Positive for gelatinase and catalase.'
0,'Some strains are susceptible to ampicillin, carbenicillin, lincomycin and oleandomycin.'
0,'The pH of a 3-dayold PYG culture of ATCC 29798 incubated in a nitrogen-carbon dioxide atmosphere was 6.9, and that of a 3-day-old culture in basal medium was 7.0.'
0,'According to 16S rRNA gene sequence phylogenetic analysis, the genus Leeuwenhoekiella is a member of the family Flavobacteriaceae .'
0,'Aureus ATCC 29213 (minimal inhibitory concentrations are given in parentheses): penicillin G (0.06  to  1.1   to 1.0 eld microscopy.ads. and variably from l-arabinose, mannitol, raffinose, ribose and sorbitol, while acid production is always negative from cellobiose, glycerol, inositol, maltose and d-xylose.m thioglycolate, methyl ethyl \%'
0,'D-Glucose, acetate, citrate, l-malate, pyruvate and succinate are utilized as sole carbon and energy sources, but l-arabinose, cellobiose, d-fructose,d-galactose, maltose, d-mannose, sucrose, trehalose, d-xylose, salicin, benzoate, formate and l-glutamate are not.'
0,'All isolates were strict anaerobes.'
0,'Α-Cyclodextrin, dextrin, glycogen, cellobiose, D-galactose, gentiobiose, α-D-glucose, α-lactose, maltose, D-mannose, trehalose, acetic acid, D-glucosaminic acid, D-glucuronic acid, D-saccharic acid, L-alanyl glycine, L-asparagine, L-aspartic acid, L-glutamic acid, L-threonine, DL-α-glycerol phosphate, glucose 1-phosphate and glucose 6-phosphate (but none of the other carbon sources included in the GN2 MicroPlate) are oxidized as sole carbon sources.'
0,'Acid and considerable additional gas is formed from galactose, glucose, levulose, and mannose.'
0,'Tests for tiveic, oxidase-negative and catalase-positive.d ONPG ( and PNPG (  genes on the Listeria pathogenicity island 1.f citrate. production and in the methyl red test.  sucrose,  and  fructose.n.ion  affecting  the  synthesis  or  function  of  this enzyme.in is negative, urease activity is positive and nitrate is not reduced.itive) and for hy'
0,'Tweens 20, 40 and 60 are hydrolysed, but hypoxanthine, xanthine and starch are not.'
0,'The genus contains three species : Cellulophaga baltica, Cellulophaga fucicola and the type species, Cellulophaga lytica. Cells are rod-shaped, occur singly, in pairs or sometimes in chains.'
0,'The type species is Gillisia limnaea.'
0,'Catalase-, urease-, and arginine dehydrolase-positive, but oxidase-negative.'
0,'No indole is produced from tryptophan.'
0,'Main polar lipid is S-DGA-1, a sulphated glycolipid detected in all strains of the genera Haloferax and Halococcus.'
0,'Strain B1T requires the salt components of artificial seawater and grows at NaCl concentrations of 0.5-9.0\% (w/v), with an optimum at 3\% (w/v).'
0,'Acid is not produced from N-acetylglucosamine, adonitol, amygdalin, D-or L-arabinose, D-or L-arabitol, arbutin, cellobiose, dulcitol, erythritol, D-or L-fucose, fructose, galactose, gentiobiose, glucose, gluconate, glycerol, glycogen, inositol, inulin, 2-or 5-ketogluconate, lactose, D-lyxose, maltose, mannitol, mannose, melibiose, melezitose, methyl α-D-glucoside, methyl α-D-mannoside, methyl β-D-xyloside, raffinose, rhamnose, ribose, salicin, sorbitol, sorbose, starch, sucrose, D-tagatose, trehalose, turanose or D-or L-xylose.'
0,'Produces the bright yellow carotenoid pigment zeaxanthin.'
0,'The  organism  has gram-positive spherical  cells,  0.7  to  1.4  5 to 2.5  0.8  to  1.0  ccur singly, in pairs and in small clusters.  chains. they  maintained this'
0,'Two  strains  (strains  143.22  and  141.15)  are  maltose  negative.'
0,'Hydrogen sulphide is not produced, but a few strains may give positive reactions for arginine dihydrolase and citrate utilization in the API20E strip.'
0,'Optimum pH 7.'
0,'Utilization of γ-hydroxybutyric acid is observed with the MicroLog 3 system.'
0,'Strains  were  isolated  from  soy  sauce  mash.'
0,'Susceptible to anisomycin (10 pg/ml), novobiocin (5 kg/ml), and pravastatin (10 kg/ml).'
0,'This strain was susceptible to the five antibiotics tested.'
0,'Additional characteristics of  F .'
0,'Colonies are circular, pale yellow-pigmented, smooth, and entire on TGE agar after 72 h of incubation at 25 celsius_degree .'
0,'The major respiratory menaquinone is MK-7.'
0,'Cells are rods, 2-11x1 µm, motile, have 10-15 peritrichous flagella per cell, are spore-forming, lack an outer membrane and stain Gram negative.'
0,'After 48 h incubation under anaerobic conditions, colonies are approximately 2 mm in diameter and greyish white in colour.'
0,'The G+C content of the DNA is 41 mol\%.'
0,'The type strain is JAM-BA0302T  (= JCM 15547T = NCIMB 14481T), isolated from a deep subseafloor sediment at a depth of 247.1 m below the seafloor (water depth 1180 m) off the Shimokita Peninsular of Japan, north-western Pacific Ocean.'
0,'The cell wall teichoic  acid of these strains was   composed of glycerol and glucose.'
0,'Cells are gram-negative, nonsporulating, nonmotile, cocci that are 0.6 to  1.0 ng, curved rods that are motile by means of lateral flagella.cogen-'
0,'Pathogenicity for insects not determined.'
0,'Cells are Gram-negative, strictly aerobic, non-motile and non-spore-forming rods (0.4-0.6 µm in diameter and 1.8-3.0 µm in length) after culture on R2A agar for 2 days.'
0,'MK-7 is the major isoprenoid quinone.'
0,'Phenylalanine not deaminated.'
0,'In the API ZYM and API 20E strips, N-acetyl-β-glucosaminidase, acid phosphatase, alkaline phosphate, cystine arylamidase, esterase, esterase lipase, β-galactosidase, α-glucosidase, β-glucosidase, leucine arylamidase, naphthol-AS-BI-phosphohydrolase and valine arylamidase activities are present.'
0,'Most strains are heparinase-producing, obligately aerobic, Gram-negative rods, varying in form and length from 0.7 to 6 µm and about 0.5 µm wide with rounded or slightly tapering ends.'
0,'The type strain, DCY49T (=KCTC 23317T=JCM 17338T), was isolated from soil of a ginseng field in South Korea.'
0,'Cells are Gram-negative rods, 1 µm in diameter and 4-10 µm in length, non-motile, non-spore-forming and devoid of vacuoles.'
0,'Biofilm cells exhibited increased tobramycin resistance compared with that of planktonic cells'
0,'PY-glucose cultures had abundant growth with smooth or ropy sediment, sometimes without turbidity, and a pH of 4.9 to 5.3 in 5 days.'
0,'The type species is Rubrivirga marina.'
0,'No flexirubins are formed.'
0,'In the API 20NE strip, positive for β-glucosidase (aesculin hydrolysis) and β-galactosidase activities, gelatin hydrolysis and assimilation of capric acid, but negative results for nitrate reduction, indole production, D-glucose fermentation, urease and arginine dihydrolase activities and assimilation of D-glucose, L-arabinose, D-mannose, D-mannitol, N-acetylglucosamine, maltose, potassium gluconate, adipic acid, malic acid, trisodium citrate and phenylacetic acid.'
0,'Grows well on nutrient agar prepared with seawater and marine agar 2216 media, forming ivory-white colonies with radial wrinkles.'
0,'Arginine dihydrolase, lysine decarboxylase, ornithine decarboxylase and tryptophan deaminase activities are absent.'
0,'The G+C content of the DNA is 49.2 mol\%.'
0,'Cells lyse in distilled water and the minimal NaCl concentration to prevent cell lysis is 8 \% (w/v).'
0,'Planococcus salinarum (sa.li.na′rum.'
0,'When commercial API systems are used, acid is produced from maltose, sucrose and trehalose but not from d-arabitol, l-arabinose, cyclodextrin, glycogen, lactose, pullulan, sorbitol, tagatose, mannitol, melibiose, melezitose, methyl b-d-glucopyranoside, d-raffinose, d-ribose or d-xylose.'
0,'Predominant cellular fatty acids are iso-C15:0 3-OH, iso-C15:1 G, iso-C17:0 3-OH, anteiso-C15:0 and iso-C15:0.'
0,'Strain V5-2T cells are gram positive, motile, slightly curved, rod shaped, and about 0.4  short chains. motile by means of lateral flagella.porangia. maintained'
0,'Weak esterase (C4) and esterase lipase (C8) activities are present.'
0,'Acid  production  from  maltose  is weak  to moderate.'
0,'Optimal growth at 20-25 celsius_degree and at pH 6.0-6.5.'
0,'The DNA G+C content of the type strain 6T19 is 41.5 mol\%.'
0,'ATCC 33048, isolated from a nasal abscess, was selected for the neotype strain of  B .'
0,'Hydrogen sulphide is weakly produced, but indole and acetoin are not.'
0,'20.2 \%), C16:1ω5c (10.8 \%), iso-C17:0 3-OH (9.2 \%), iso-C15:0 3-OH (7.4 \%), C15:0 (6.5 \%), iso-C15:1 G (3.4 \%), C16:0 3-OH (3.3 \%), iso-C13:0 (2.2 \%), C15:1ω6c (1.8 \%), C16:0 (1.4 \%), C17:1ω6c (0.9 \%), C14:0 (0.8 \%), anteiso-C15:0 (0.6 \%) and unknown ECL-14.959 (2.7 \%).'
0,'On R2A agar medium, the strain is able to grow at 15-30 celsius_degree , but not at 4 or 37 celsius_degree .'
0,'The following substrates can be utilized as single carbon and energy sources for growth: d-glucose, d-mannose, sucrose, glycerol, d-sorbitol, acetate, pyruvate, dl-lactate, succinate and l-malate.'
0,'After 2 months at room temperature no viable cells remain.'
0,'On marine agar, colonies are 2-4 mm in diameter, circular, shiny with entire edges, pigmented dark red and sunken in the agar.'
0,'Gram staining of fresh culture is positive but variable in old culture.'
0,'L .   adj. carboniphilus, carbon loving).'
0,'On agar media, aerial mycelium is yellow in colour.'
0,'L. adj. fornosus, beautiful).'
0,'Sensitive to ampicillin (10 µg), erythromycin (15 µg) and chloramphenicol (30 µg), but resistant to gentamicin (10 µg), penicillin G (20 U), streptomycin (10 µg), norfloxacin (10 µg), carbenicillin (100 µg) and ciprofloxacin (5 µg).'
0,'In the API 20NE strip, positive reactions are observed for β-galactosidase, aesculin assimilation and gelatin hydrolysis.'
0,'Reduces nitrate to nitrite, but nitrite is not reduced.'
0,'Catalase-negative and oxidase-negative.'
0,'Should be grouped within hazard group 2 due to its food poisoning potential.'
0,'Does not hydrolyse gelatin or casein.'
0,'In addition to the description of the genus, the following properties are displayed.'
0,'All strains were susceptible to penicillin and tetracyline.'
0,'Colonies on solid medium containing 2.25\% Noble agar are irregular with satellites and diffuse and never have a fried-egg appearance. Growth on solid medium containing 1.6\% Noble agar is diffuse.'
0,'Cells are aerobic and oxidase-negative but catalase-positive.'
0,'Isolated from the feces of chinchillas and from soil and vegetation.'
0,'Gelatin not hydrolyzed.'
0,'The type strain, LQY-18T (=ACCC 05410T=CCTCC AB 2010005T=KCTC 23009T), was isolated from activated sludge of a wastewater treatment plant in a synthetic pyrethroid manufacturing facility of the Yangnong Chemical Group, Jiangsu Province, China.'
0,'In API 20E tests, gives a negative result for the production of arginine dihydrolase, lysine decarboxylase, ornithine decarboxylase, H2S and tryptophan deaminase and for the utilization of citrate.'
0,'They bear oval to ellipsoidal endospores that lie in swollen sporangia.'
0,'The following description of  S .'
0,'Whether  M .   molare is pathogenic for dogs remains to be determined.'
0,'Cells are aerobic, Gram-positive, motile and rod-shaped (2.3 e and rod to almost coccoi'
0,'After 72 h of incubation they are 1-2 mm in diameter, shiny, translucent, bright yellow, circular with regular edges, opaque and raised in the centre.'
0,'Characteristics useful in  differentiating Filobacillus  milensis species  from some other physiologically or morphologically similar species are shown in Table 1.'
0,'N. thermê heat.'
0,'Casein and gelatin are hydrolysed.'
0,'The DNA G+C content of the type strain is 36 mol\%.'
0,'No production of acid in ammonium salt medium under aerobic conditions from adonitol, cellobiose, dulcitol, inositol, mannitol, raffinose, rhamnose, salicin, sorbitol, or sucrose.'
0,'No growth or only very weak growth occurs without added NaCl.'
0,'Does not degrade xylan, cellulose, chitin, casein or DNA.'
0,'The type strain, Gsoil 034T (= KCTC 12645T = LMG 23492T), was isolated from soil from a ginseng field in Pocheon Province, South Korea.'
0,'Indole negative.'
0,'Cells are Gram-stain-positive, strictly aerobic, motile, endospore-forming rods 0.74-0.93 s (0.6-1.2 mined by dark-field microscopy.ads. and variably from l-a'
0,'The DNA G+C content of the type strain is 33.8 mol\% (by HPLC).'
0,'Oxidase and catalase tests are positive, whereas the production of indole and H2S, nitrate reduction and nylalanine deaminase and ornithine decarbo'
0,'Casein, Tween 20, starch, gelatin and urea are not hydrolysed.'
0,'Cells were gram-positive cocci,  0.8  to  1.2    to  1.0  cocci  that  are  0.8  to  1.0  rom  0.4  to  1.1  , occasionally  as tetrads. and variably f'
0,'M.L. adj. lactosus, of lactose, pertaining to lactose).'
0,'Grows in minimal medium containing 0.1 \% yeast extract and D-galactose, L-rhamnose, D-xylose, D-arabinose, D-glucose, D-fructose, D-trehalose, D-raffinose, or glycerol as carbon sources.'
0,'N.L. masc. adj. beijingensis of Beijing, where the type strain was isolated).'
0,'The type strain is strain N850274 (= ATCC 43808).'
0,'Growth occurs under H2-CO2 atmosphere.'
0,'Indole not produced.'
0,'Cells are Gram-stain negative, non-motile, strictly aerobic pleomorphic rods, 0.6-0.8 μm in width and 1.0-2.0 μm in length.'
0,'Cell mass is pigmented yellow.'
0,'Other strains are LCM-1 (= LMG 26672= NBRC 108761) and LAM-13 (= LMG 26673= NBRC 108760).'
0,'On marine agar, colonies are circular, dark orange, shiny and 2-4 mm in diameter after 72 h of incubation.'
0,'P12, also isolated from compost, is a second strain of the species.'
0,'Grows on 0.5\% yeast extract medium.'
0,'Weak  growth  is  observed  at  10ed in  the  open  tube,  but  not  from  man'
0,'The predominant cellular fatty acids are iso-C15:0, iso-C15:1 G, iso-C17:0 3-OH and iso-C13:0.'
0,'Metabolizes H2 plus CO2, yielding CH4 as the sole product.'
0,'Voges-Proskauer reaction is negative.'
0,'The DNA G+ C content of the type strain is 34.4 mol\%.'
0,'Aureus  and   S .'
0,'Good growth occurs at 30 and 45 ranges from 5.4 to 5.6.ne dihydro'
0,'Some strains produce urease.'
0,'The type strain is IC154T (= ACAM 1061T= CIP 108528T), which was isolated from sea-ice algae collected from fast sea-ice cores, obtained from the coastal areas of the Vestfold Hills, an ice-free region of East Antarctica.     Cells are Gram-negative, strictly aerobic with respiratory metabolism, chemo-organotrophic, asporogenic rods, nonmotile by gliding, 0.5-0.7 µm wide and 3-4 µm long.'
0,'A member of the family Flavobacteriaceae (located in the [Flexibacter] maritimus 16s rRNA branch).'
0,'The major sphingolipid is branched C17:0 dihydrosphingosine.'
0,'On nutrient agar colonies are smooth, yellow, round, 2-4 mm in diameter, convex with entire to scalloped margins.'
0,'Starch and aesculin are hydrolysed, but Tween 60, Tween 85 and gelatin are not hydrolysed.'
0,'Cells are motile.'
0,'Utilizes a range of compounds as sole carbon and energy sources (glucose, fructose, sucrose, glycerol, acetate, succinate, and malate).'
0,'The DNA base compositions range between 46 to 48 mol\% G+C.'
0,'Cells are Gram-positive cocci, 1.1-1.6 ci, some of which may be elongated, that occur singly, in pairs or in'
0,'Cells are Gram-negative, facultatively anaerobic, motile, slightly curved, round-ended rods (0.6-0.9 s. in short chains, non-spore-forming, non-mot'
0,'Unable to reduce nitrate.'
0,'Colonies are circular and white or beige.'
0,'DNA G+ C content is 33.8-34.2 mol\%.'
0,'Trimethylamine, dimethylamine, methylamine, and methanol are substrates for growth and methanogenesis.'
0,'Aerococcus christensenii (christ.en.sen’i.i.'
0,'Neither acid nor gas is produced from L-arabinose, D-galactose, lactose, sucrose, D-xylose, trehalose, D-mannitol, D-cellobiose, D-ribose, salicin, D-sorbitol, D-mannose, melibiose, L-rhamnose, raffinose, inositol, erythritol, and adonitol.'
0,'Growth occurs at 18-50 °C (optimum 37 °C).'
0,'Growth occurs with 0-10\% (w/v) NaCl, with optimum growth with 2-3\% (w/v) NaCl.'
0,Li.
0,'Ford, an American microbiologist working on aerobic spore-forming bacteria at the beginning of the twentieth century).'
0,'DNA G+C content is 60.0-60.5 mol\% ( Tm).'
0,'Their maximum diameter is 2 mm.'
0,'The type species is Olivibacter sitiensis.'
0,'The pH optimum for all strains is 7.'
0,'Melanoid pigments are not formed in ISP medium 6 or 7.'
0,'Colonies grown on TSA for 48 h at 20 celsius_degree are 0.2-2.0 mm in diameter, round, convex, opaque and have a reddishpink pigment.'
0,'The optimum temperature and pH for growth are 35  pH 4.5 or 11.0.e  isolated  by'
0,'Resistant to kanamycin (30 μg), nalidixic acid (30 μg) and penicillin (10 U).'
0,'Cola dweller.'
0,'In addition, cells are approximately 0.5-0.6 µm wide and 8.5-9.0 µm long.'
0,'Longer rods and filaments, often curved, are also present.'
0,'The type strain is N7d-4T (= KCTC 22699T = DSM 22385T), isolated from soil of a potato field in Korea.'
0,'Arginine dihydrolase, lysine decarboxylase and ornithine decarboxylase activities are absent.'
0,'Colonies grown on marine agar are circular, low-convex, smooth, semi-translucent and cream-coloured.'
0,'Melghirimyces thermohalophilus (ther.mo.ha.lo′phi.lus.'
0,'About  80\%  of  the  strains  reduced nitrate  and  failed  to  produce  or  produced  only  very  low  levels  of  acetylmethylcarbinol.'
0,'The  type  strain  produces  a  type  dd  756  pattern  when  it  is  studied  by  using  the  methods  described  in  this  paper.'
0,'Has the following characteristics in addition to those given in the genus description.'
0,'Some strains exhibit faster gliding.'
0,'Cells are motile and exhibit peritrichous flagella.'
0,'Acid is produced from glucose, mannose, aesculin, starch, glycogen and 5-keto gluconate.'
0,'After 7 d incubation on FAA plates, colonies are 0.8 mm in diameter, circular, entire, low convex, grey to off-white, opaque and glossy.'
0,'They grow at 20 and 30 slow and scarce on NA MnSO4 after 1'
0,'Cells are regular to irregular cocci, 1–2 µm in diameter, occurring singly or in pairs.'
0,'Using Rosco diagnostic tablets (Rosco), β-xylosidase, β-glucuronidase, α-glucosidase, β-glucosidase, α-galactosidase, β-galactosidase (o-nitrophenol-β-D-galactopyranoside), N-acetyl-β-glucosaminidase, alkaline phosphatase and a-arabinosidase are present.'
0,'Anaerobic growth in semisolid thioglycolate medium is evident after 24 to 48 h.'
0,'Some species produce yellowcoloured carotenoid pigments.'
0,'No growth occurs at 37r g'
0,'The biochemical characters of this strain are listed in Tables 2 and 8.'
0,'The type strain is strain 123 (=DSM 12325 = ATCC 700626 = CIP 105609 = CECT 5066).'
0,'Cells are non-motile, pleomorphic and approximately 1.5-2.0 μm in diameter.'
0,'Growth occurs at 4 41'
0,'And did not hydrolyze hippurate.'
0,'Table 1 shows characteristics used to distinguish the type strain from related species.'
0,'In liquid medium cultures are evenly turbid.'
0,'Cells are sensitive to (µg per disc unless indicated) vancomycin (30), norfloxacin (10), erythromycin (15), novobiocin (5), tetracycline (30), ampicillin (10), amikacin (30), ciprofloxacin (5), penicillin (10 IU) and clindamycin (2), but resistant to tobramycin (10).'
0,'The DNA G+C content of the type strain is 46.3 mol\%.'
0,'Grows in the presence of 2-7 \% NaCl (but not at 10 \% and above), with optimal growth at 2 \% NaCl when tested in nutrient medium.'
0,'Isolated from feces of dogs.'
0,'On marine agar, colonies are circular, yellow-orange in colour, shiny, translucent, have entire edges and are 2-4 mm in diameter.'
0,'Glucose is utilized in the Microlog GN2 strip but not in the API 20NE strip.'
0,'Oxidase, catalase, alkaline phosphatase and β-galactosidase activities are present, but arginine dihydrolase activity is absent.'
0,'Most species are pathogenic for man and animals.'
0,'The major cellular fatty acids are iso-15:0, iso-15:1ω10c and 10-methyl-16:0.'
0,'Cannot reduce nitrate to nitrite or nitrogen, does not produce indole and does not ferment glucose.'
0,'With API 50 CH, acids are produced aerobically from aesculin, but not from glycerol, erythritol, D-arabinose, L-arabinose, D-ribose, D-xylose, L-xylose, D-adonitol, methyl β-D-xylopyranoside, D-galactose, D-glucose, D-fructose, D-mannose, L-sorbose, L-rhamnose, dulcitol, inositol, D-mannitol, D-sorbitol, methyl α-D-mannopyranoside, methyl α-D-glucopyranoside, N-acetylglucosamine, amygdalin, arbutin, salicin, cellobiose, maltose, lactose, melibiose, sucrose, trehalose, inulin, melezitose, raffinose, starch, glycogen, xylitol, gentiobiose, turanose, D-lyxose, D-tagatose, D-fucose, L-fucose, D-arabitol, L-arabitol, potassium gluconate, potassium 2-ketogluconate or potassium 5-ketogluconate.'
0,'Gen. n. pusteun of Pasteur, honoring the French microbiologist Louis Pasteur for his contribution in 1878 to the recognition of staphylococci as pathogenic agents and also referring to the research institute, Institut Pasteur, Paris, France, where the new species was characterized).'
0,'Susceptible to carbenicillin, lincomycin, oleandomycin and tetracycline, but resistant to ampicillin, benzylpenicillin, gentamicin, kanamycin, neomycin, polymyxin B and streptomycin.'
0,'Susceptible to the following antibiotics (µg per disc): ampicillin (33), penicillin G (10), gentamicin (40), streptomycin (20), neomycin (20), kanamycin (30) and tetracycline (50); resistant to (µg per disc): bacitracin (60), vancomycin (70), nalidixic acid (30) and chloramphenicol (60).'
0,'Additionally, moderate to minor amounts of a second unknown glycolipid, two phospholipids and four polar lipids are present.'
0,'Members of this species are weakly halophilic and grow on substrates containing 10-50‰ sea salts (optimally around 20‰).'
0,'Histophilus somni has been described as an aetiological agent for a variety of diseases in cattle and sheep, including TME, pneumonia, septicaemia, mastitis, arthritis, myocarditis and reproductive disease.'
0,'Oxidase and catalase activities are positive.'
0,'All  strains produce zones  of  greening  on  bovine  blood agar.'
0,'Produces methane.'
0,'Methyl red reaction and nitrate reduction are negative.'
0,'Capable of using l-arabinose, cellobiose, d-fructose, d-galactose, d-glucose, glycerol, lactose, maltose, d-mannitol, d-mannose, raffinose, α-l-rhamnose, ribose, d-sorbitol, sucrose, trehalose, d-xylose, sodium citrate, sodium pyruvate and sodium succinate as single carbon substrate.'
0,2-naphthyl-α-L-fucopyranoside.
0,'About one-half of the strains produced acid from fructose, galactose, lactose, turanose, and mannitol.'
0,'In the API ZYM system, alkaline phosphatase, esterase (C4), esterase lipase (C8), leucine arylamidase, valine arylamidase, cystine arylamidase, α-chymotrypsin, acid phosphatase, naphthol-AS-BI-phosphohydrolase, β-galactosidase, α-glucosidase, β-glucosidase, and N-acetyl-β-glucosaminidase activities are present, but lipase (C14), trypsin, α-galactosidase, β-glucuronidase, acid phospatase, and α-fucosidase activities are absent.'
0,'Grows on R2A agar and NA but does not grow on TSA.'
0,'The polar lipids consist of diphosphatidylglycerol, phosphatidylethanolamine, phosphatidylglycerol, two unidentified lipids and two unidentified phospholipids.'
0,'Does not grow without NaCl or sea salts.'
0,'Resistant to ampicillin, oleandomycin, lincomycin, chloramphenicol, penicillin G and tetracycline, but sensitive to kanamycin and streptomycin.'
0,'After 3 days of incubation, colonies on MA are circular, pulvinate, entire, smooth, opaque, yellow-coloured and 1.0-3.0 mm in diameter.'
0,'N. oxys acid.'
0,'Growth occurs at pH 6.5-10.5.'
0,'No pigments are observed on all media tested.'
0,'The DNA G+ C content of strain E92T is 64.4 mol\%.'
0,'Acid production from the following carbohydrates is variable: d-cellobiose, galactose, glycogen, inulin, maltose, mannitol, methyl d-glucoside, d-raffinose and salicin.'
0,'Grows anaerobically in the presence of nitrate with formation of nitrite and gas.'
0,'No hydrolysis of chitin.'
0,'Desmospora profundinema (pro.fun.di.ne′ma.'
0,'Carotenoid pigments with absorption maxima at 474 and 504 nm are produced, but flexirubintype pigments are not produced.'
0,'No flagellum is observed.'
0,'Cellulose (Whatman No. 1) and chitin hydrolysis are negative.'
0,'Cells can utilize NH4Cl, l-serine, l-aspartic acid, l-glutamic acid, l-proline, l-alanine and l-lysine as nitrogen sources, but not l-tyrosine, l-glycine, l-cysteine or l-leucine.'
0,'Colonies are non-haemolytic on Columbia agar after 72 h of incubation at 25 °C.'
0,'No acid is produced from carbohydrates in ammonium salt-sugar medium (API 50CH galleries).'
0,'D-Glucose is not fermented.'
0,'Tests for enzyme activities by use of API ZYM show positive reactions for acid phosphatase, alkaline phosphatase, esterase (C4), esterase lipase (C8),  maltose, salicin, d-xylose, l-arabinose, cellobiose, melezitose, d-sorbitol, l-rhamnose or trehalose. cystine arylamidase, trypsin,  arylamidase, glutamyl glutamic acid arylamidase, glycine arylamidase, histidine arylamidase, leucine arylamidase, leucyl glycine arylamidase, phenylalanin'
0,'Optimum temperature for growth is 37-40 °C.'
0,'Colonies are 0.4 mm in diameter and pearl white on R2A, and 0.2 mm in diameter and ivory white on TSA and NA media.'
0,'L-Arabinose, d-fructose, d-glucose, maltose, d-mannose, trehalose, l-malate and pyruvate are utilized as carbon and energy sources, but cellobiose, d-galactose, sucrose, d-xylose, acetate, benzoate, citrate, formate, l-glutamate, succinate and salicin are not.'
0,'On R2A agar, growth occurs at 5-25 celsius_degree but not at 30 celsius_degree (fastest growth at 20-25 celsius_degree ), at pH 7-8 and with 0-3\% (w/v) NaCl.'
0,'In GN2 plates, D-galactose, acetic acid and citric acid are utilized as sole carbon sources.'
0,'Indicus .'
0,'Growth occurs at 4 and 40 °C, but not at 45 °C.'
0,'Gelatin is not liquefied and ONPG hydrolysis, hydrogen sulfide production and indole production are negative.'
0,'Tolerates 20\% MgCl2x6H2  O .'
0,'Descriptive information for the family is taken from the literature (1, 3, 5, 9, 12, 17, 28, 32) and the present paper.'
0,'The DNA G+ C content is 43 mol\% (HPLC).'
0,'All  strains  fail  to  produce  either  free  coagulase  nor  fixed  coagulase  (clumping  factor).rylam'
0,'The cell-wall peptidoglycan contains d-aspartate, l-lysine, d-alanine and d-glutamate (type A4to the understand'
0,'Stationary-phase cells are coccobacilli.'
0,'The pH of a 5-day-old PYG culture was 6.1.'
0,'Glucose-(5-phosphate dehydrogenase and 6-phosphogluconate dehydrogenase are absent.'
0,'On LB medium, colonies are 1.0-3.0 mm in diameter, circular, flat and transparent.'
0,'Cell mass is light orange.'
0,'The type strain is X-65T (= CCTCC AB 208154T = NRRL-B-51322T), isolated from a soil sample from the Taklimakan desert, Xinjiang, China.'
0,'The principal respiratory quinones are menaquinones MK-10 and MK-11.'
0,'Isolated so far only from fetal bovine serum or contaminated cell cultures.'
0,'Strain  AMG-D1  is  the  type  strain  (=  ATCC  700337).'
0,'All strains grew well at 15 to 40 occurred at 15 and 45'
0,'Sensitive to amoxycillin, augmentin, ceftriaxone, ticarcillin, claventin, imipinem, ciprofloxacin, gentamicin (10 IU), amikacin, tobramycin, trimethoprim-sulfamethoxazole, rifampicin, ofloxacin, colistin, piperacillin-tazobactam, isepamycin, chloramphenicol, tetracycline and streptomycin, moderately sensitive to cefepime and cefpirome, and resistant to ceftazidime, fosfomycin and aztreonam.'
0,'The DNA buoyant density is 1.7055 to 1.7075 g/cm3.'
0,'Agar colonies are translucent, thin, smooth, circular, and entire and measure about 2 mm in diameter after 2 days at 28.f-'
0,'Single warty, ornamented endospores are formed on the substrate mycelium.'
0,'Up to 4.0\% (w/v) NaCl is tolerated.'
0,'The major cellular fatty acids are anteiso-C15:0, iso-C15:0, anteiso-C17:0 and iso-C16:0.'
0,'In addition to the major fatty acids cited in the genus description, significant amounts of anteiso-C15:0, C16:0, iso-C15:0 3-OH, iso-C17:1ω10c, anteiso-C17:0, summed feature 4 (anteiso-C17:1 B and/or iso-C17:1 I) and summed feature 8 (C18:1ω7c and/or C18:1ω6c) are also present.'
0,'Colonies grown at 30 °C for 24 h on TSA with 5\% sheep blood are approximately 3 mm in diameter, cream to pearly grey, non-haemolytic, like sintered glass in opacity, smooth, shiny, becoming dull with a fine crepe texture with age, round, entire, raised to low convex and becoming crater form with age.'
0,'Gram-stain-positive, obligately aerobic, motile rods with optimal growth at 30 liphilic and grow at 0-24 \% (w/v) NaCl.anoside, amygdalin, aesculin, salicin, ce'
0,'Weak growth is observed at 15 but'
0,'MK-7 is the sole respiratory quinone.'
0,'The type species is Halarchaeum acidiphilum.'
0,'Presence of three other phospholipids is variable.'
0,'Produces β-galactosidase.'
0,'On blood agar, colonies are smooth, glistening, elevated, and very mucoid.'
0,'Susceptible to FUCIDIC ACID, BACTRACIN, NITROFURANTOIN, NOVOBIOCIN, ANISOMYCIN, TRIMETHOPRIM, and RIFAMPICIN.'
0,'Optimal NaCl concentration, Mg2+ concentration, pH and temperature for growth are 3.9 M, 0.3 M, 7.5 and 37 ˚C, respectively.'
0,'The methyl red and Voges-Proskauer tests are negative, and nitrate is not reduced.'
